"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"12086","1","455110","78","0","2023","2","",2,10,8,7,69061,0,0,637,"",0.92,0.07,0.06,0.05,0.05,0.00,0.00,0.89,"",0,0.0,-1,-9.1,-4,-33.3,-6,-46.2,-38864,-36.0,0,0.0,0,0.0,-55,-7.9
"12086","1","48-49","74","0","2023","2","",65,6126,5858,5816,95096242,0,0,1233,"",0.21,1.22,1.18,1.20,1.17,0.00,0.00,0.98,"",-1,-1.5,7,0.1,18,0.3,-7,-0.1,-10762052,-10.2,0,0.0,0,0.0,-141,-10.3
"12086","1","491","75","0","2023","2","",65,6126,5858,5816,95096242,0,0,1233,"",0.21,1.25,1.21,1.22,1.23,0.00,0.00,1.00,"",-1,-1.5,7,0.1,18,0.3,-7,-0.1,-10762052,-10.2,0,0.0,0,0.0,-141,-10.3
"12086","1","4911","76","0","2023","2","",65,6126,5858,5816,95096242,0,0,1233,"",0.21,1.25,1.21,1.22,1.23,0.00,0.00,1.00,"",-1,-1.5,7,0.1,18,0.3,-7,-0.1,-10762052,-10.2,0,0.0,0,0.0,-141,-10.3
"12086","1","49111","77","0","2023","2","",65,6126,5858,5816,95096242,0,0,1233,"",0.21,1.25,1.21,1.22,1.23,0.00,0.00,1.00,"",-1,-1.5,7,0.1,18,0.3,-7,-0.1,-10762052,-10.2,0,0.0,0,0.0,-141,-10.3
"12086","1","491110","78","0","2023","2","",65,6126,5858,5816,95096242,0,0,1233,"",0.21,1.25,1.21,1.22,1.23,0.00,0.00,1.00,"",-1,-1.5,7,0.1,18,0.3,-7,-0.1,-10762052,-10.2,0,0.0,0,0.0,-141,-10.3
"12086","1","51","74","0","2023","2","",1,68,68,66,1637074,0,0,1870,"",0.64,1.30,1.29,1.27,1.22,0.00,0.00,0.95,"",0,0.0,-34,-33.3,-36,-34.6,-37,-35.9,222218,15.7,0,0.0,0,0.0,813,76.9
"12086","1","516","75","0","2023","2","",1,68,68,66,1637074,0,0,1870,"",48.25,120.37,120.89,123.11,118.18,0.00,0.00,0.97,"",0,0.0,-34,-33.3,-36,-34.6,-37,-35.9,222218,15.7,0,0.0,0,0.0,813,76.9
"12086","1","5161","76","0","2023","2","",1,68,68,66,1637074,0,0,1870,"",48.25,120.37,120.89,123.11,118.18,0.00,0.00,0.97,"",0,0.0,-34,-33.3,-36,-34.6,-37,-35.9,222218,15.7,0,0.0,0,0.0,813,76.9
"12086","1","51611","77","0","2023","2","",1,68,68,66,1637074,0,0,1870,"",48.25,120.37,120.89,123.11,118.18,0.00,0.00,0.97,"",0,0.0,-34,-33.3,-36,-34.6,-37,-35.9,222218,15.7,0,0.0,0,0.0,813,76.9
"12086","1","516110","78","0","2023","2","",1,68,68,66,1637074,0,0,1870,"",48.25,120.37,120.89,123.11,118.18,0.00,0.00,0.97,"",0,0.0,-34,-33.3,-36,-34.6,-37,-35.9,222218,15.7,0,0.0,0,0.0,813,76.9
"12086","1","52","74","0","2023","2","",1,6,6,6,209972,0,0,2692,"",0.12,0.06,0.06,0.06,0.06,0.00,0.00,0.95,"",0,0.0,2,50.0,2,50.0,2,50.0,95009,82.6,0,0.0,0,0.0,481,21.8
"12086","1","522","75","0","2023","2","",1,6,6,6,209972,0,0,2692,"",0.15,0.12,0.12,0.12,0.14,0.00,0.00,1.21,"",0,0.0,2,50.0,2,50.0,2,50.0,95009,82.6,0,0.0,0,0.0,481,21.8
"12086","1","5222","76","0","2023","2","",1,6,6,6,209972,0,0,2692,"",0.15,0.12,0.12,0.12,0.14,0.00,0.00,1.21,"",0,0.0,2,50.0,2,50.0,2,50.0,95009,82.6,0,0.0,0,0.0,481,21.8
"12086","1","52229","77","0","2023","2","",1,6,6,6,209972,0,0,2692,"",0.15,0.12,0.12,0.12,0.14,0.00,0.00,1.21,"",0,0.0,2,50.0,2,50.0,2,50.0,95009,82.6,0,0.0,0,0.0,481,21.8
"12086","1","522299","78","0","2023","2","",1,6,6,6,209972,0,0,2692,"",0.27,0.24,0.24,0.24,0.26,0.00,0.00,1.08,"",0,0.0,2,50.0,2,50.0,2,50.0,95009,82.6,0,0.0,0,0.0,481,21.8
"12086","1","53","74","0","2023","2","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12086","1","532","75","0","2023","2","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12086","1","5322","76","0","2023","2","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12086","1","53228","77","0","2023","2","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12086","1","532289","78","0","2023","2","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12086","1","54","74","0","2023","2","",2,259,261,261,8790705,0,0,2597,"",0.15,0.47,0.47,0.48,0.59,0.00,0.00,1.25,"",0,0.0,0,0.0,-2,-0.8,2,0.8,257825,3.0,0,0.0,0,0.0,76,3.0
"12086","1","541","75","0","2023","2","",2,259,261,261,8790705,0,0,2597,"",0.15,0.47,0.47,0.48,0.59,0.00,0.00,1.25,"",0,0.0,0,0.0,-2,-0.8,2,0.8,257825,3.0,0,0.0,0,0.0,76,3.0
"12086","1","5413","76","0","2023","2","",1,33,34,33,893609,0,0,2062,"",0.12,0.08,0.08,0.08,0.08,0.00,0.00,1.04,"",0,0.0,6,22.2,7,25.9,5,17.9,176936,24.7,0,0.0,0,0.0,45,2.2
"12086","1","54133","77","0","2023","2","",1,33,34,33,893609,0,0,2062,"",0.12,0.08,0.08,0.08,0.08,0.00,0.00,1.04,"",0,0.0,6,22.2,7,25.9,5,17.9,176936,24.7,0,0.0,0,0.0,45,2.2
"12086","1","541330","78","0","2023","2","",1,33,34,33,893609,0,0,2062,"",0.12,0.08,0.08,0.08,0.08,0.00,0.00,1.04,"",0,0.0,6,22.2,7,25.9,5,17.9,176936,24.7,0,0.0,0,0.0,45,2.2
"12086","1","5419","76","0","2023","2","",1,226,227,228,7897096,0,0,2676,"",0.70,6.38,6.45,6.69,7.43,0.00,0.00,1.14,"",0,0.0,-6,-2.6,-9,-3.8,-3,-1.3,80889,1.0,0,0.0,0,0.0,96,3.7
"12086","1","54199","77","0","2023","2","",1,226,227,228,7897096,0,0,2676,"",0.71,7.08,7.18,7.44,7.65,0.00,0.00,1.06,"",0,0.0,-6,-2.6,-9,-3.8,-3,-1.3,80889,1.0,0,0.0,0,0.0,96,3.7
"12086","1","541990","78","0","2023","2","",1,226,227,228,7897096,0,0,2676,"",0.71,7.08,7.18,7.44,7.65,0.00,0.00,1.06,"",0,0.0,-6,-2.6,-9,-3.8,-3,-1.3,80889,1.0,0,0.0,0,0.0,96,3.7
"12086","1","62","74","0","2023","2","",3,2810,2807,2824,68443293,0,0,1871,"",0.23,0.82,0.82,0.84,0.86,0.00,0.00,1.04,"",0,0.0,38,1.4,47,1.7,88,3.2,-2578695,-3.6,0,0.0,0,0.0,-111,-5.6
"12086","1","621","75","0","2023","2","",1,25,23,23,597447,0,0,1942,"",0.21,0.08,0.07,0.08,0.08,0.00,0.00,1.07,"",0,0.0,-2,-7.4,-3,-11.5,-2,-8.0,-130205,-17.9,0,0.0,0,0.0,-211,-9.8
"12086","1","6211","76","0","2023","2","",1,25,23,23,597447,0,0,1942,"",0.29,0.13,0.12,0.12,0.12,0.00,0.00,1.04,"",0,0.0,-2,-7.4,-3,-11.5,-2,-8.0,-130205,-17.9,0,0.0,0,0.0,-211,-9.8
"12086","1","62111","77","0","2023","2","",1,25,23,23,597447,0,0,1942,"",0.29,0.13,0.12,0.12,0.12,0.00,0.00,1.04,"",0,0.0,-2,-7.4,-3,-11.5,-2,-8.0,-130205,-17.9,0,0.0,0,0.0,-211,-9.8
"12086","1","621111","78","0","2023","2","",1,25,23,23,597447,0,0,1942,"",0.29,0.13,0.12,0.12,0.12,0.00,0.00,1.04,"",0,0.0,-2,-7.4,-3,-11.5,-2,-8.0,-130205,-17.9,0,0.0,0,0.0,-211,-9.8
"12086","1","622","75","0","2023","2","",2,2785,2784,2801,67845846,0,0,1871,"",0.46,0.93,0.94,0.96,0.96,0.00,0.00,1.02,"",0,0.0,40,1.5,50,1.8,90,3.3,-2448490,-3.5,0,0.0,0,0.0,-110,-5.6
"12086","1","6221","76","0","2023","2","",2,2785,2784,2801,67845846,0,0,1871,"",0.47,0.95,0.95,0.97,0.98,0.00,0.00,1.02,"",0,0.0,40,1.5,50,1.8,90,3.3,-2448490,-3.5,0,0.0,0,0.0,-110,-5.6
"12086","1","62211","77","0","2023","2","",2,2785,2784,2801,67845846,0,0,1871,"",0.47,0.95,0.95,0.97,0.98,0.00,0.00,1.02,"",0,0.0,40,1.5,50,1.8,90,3.3,-2448490,-3.5,0,0.0,0,0.0,-110,-5.6
"12086","1","622110","78","0","2023","2","",2,2785,2784,2801,67845846,0,0,1871,"",0.47,0.95,0.95,0.97,0.98,0.00,0.00,1.02,"",0,0.0,40,1.5,50,1.8,90,3.3,-2448490,-3.5,0,0.0,0,0.0,-110,-5.6
"12086","1","71","74","0","2023","2","",4,248,259,261,5826789,0,0,1751,"",0.37,0.82,0.79,0.77,1.07,0.00,0.00,1.35,"",-1,-20.0,3,1.2,10,4.0,10,4.0,650341,12.6,0,0.0,0,0.0,148,9.2
"12086","1","712","75","0","2023","2","",1,233,243,244,5582547,0,0,1789,"",0.20,1.34,1.25,1.20,1.33,0.00,0.00,1.06,"",0,0.0,-1,-0.4,6,2.5,4,1.7,573601,11.5,0,0.0,0,0.0,163,10.0
"12086","1","7121","76","0","2023","2","",1,233,243,244,5582547,0,0,1789,"",0.20,1.34,1.25,1.20,1.33,0.00,0.00,1.06,"",0,0.0,-1,-0.4,6,2.5,4,1.7,573601,11.5,0,0.0,0,0.0,163,10.0
"12086","1","71219","77","0","2023","2","",1,233,243,244,5582547,0,0,1789,"",0.23,1.91,1.70,1.60,2.00,0.00,0.00,1.16,"",0,0.0,-1,-0.4,6,2.5,4,1.7,573601,11.5,0,0.0,0,0.0,163,10.0
"12086","1","712190","78","0","2023","2","",1,233,243,244,5582547,0,0,1789,"",0.23,1.91,1.70,1.60,2.00,0.00,0.00,1.16,"",0,0.0,-1,-0.4,6,2.5,4,1.7,573601,11.5,0,0.0,0,0.0,163,10.0
"12086","1","713","75","0","2023","2","",3,15,16,17,244242,0,0,1174,"",0.52,0.13,0.13,0.14,0.23,0.00,0.00,1.73,"",-1,-25.0,4,36.4,4,33.3,6,54.5,76740,45.8,0,0.0,0,0.0,37,3.3
"12086","1","7139","76","0","2023","2","",3,15,16,17,244242,0,0,1174,"",0.53,0.13,0.13,0.14,0.23,0.00,0.00,1.74,"",-1,-25.0,4,36.4,4,33.3,6,54.5,76740,45.8,0,0.0,0,0.0,37,3.3
"12086","1","71394","77","0","2023","2","",1,6,7,8,78195,0,0,859,"",0.58,0.13,0.15,0.16,0.18,0.00,0.00,1.27,"",-1,-50.0,1,20.0,2,40.0,4,100.0,15566,24.9,0,0.0,0,0.0,-173,-16.8
"12086","1","713940","78","0","2023","2","",1,6,7,8,78195,0,0,859,"",0.58,0.13,0.15,0.16,0.18,0.00,0.00,1.27,"",-1,-50.0,1,20.0,2,40.0,4,100.0,15566,24.9,0,0.0,0,0.0,-173,-16.8
"12086","1","71399","77","0","2023","2","",2,9,9,9,166047,0,0,1419,"",0.97,0.18,0.18,0.18,0.37,0.00,0.00,2.04,"",0,0.0,3,50.0,2,28.6,2,28.6,61174,58.3,0,0.0,0,0.0,209,17.3
"12086","1","713990","78","0","2023","2","",2,9,9,9,166047,0,0,1419,"",0.97,0.18,0.18,0.18,0.37,0.00,0.00,2.04,"",0,0.0,3,50.0,2,28.6,2,28.6,61174,58.3,0,0.0,0,0.0,209,17.3
"12086","1","72","74","0","2023","2","",5,11,12,13,100918,0,0,647,"",1.23,0.18,0.19,0.21,0.17,0.00,0.00,0.90,"",0,0.0,-4,-26.7,-2,-14.3,-1,-7.1,21763,27.5,0,0.0,0,0.0,222,52.2
"12086","1","721","75","0","2023","2","",2,4,4,4,35525,0,0,683,"",0.93,0.11,0.11,0.11,0.09,0.00,0.00,0.86,"",0,0.0,-3,-42.9,-4,-50.0,-4,-50.0,-3237,-8.4,0,0.0,0,0.0,294,75.6
"12086","1","7211","76","0","2023","2","",1,4,4,4,35525,0,0,683,"",0.76,0.16,0.15,0.16,0.13,0.00,0.00,0.81,"",0,0.0,-2,-33.3,-3,-42.9,-4,-50.0,-1655,-4.5,0,0.0,0,0.0,274,67.0
"12086","1","72119","77","0","2023","2","",1,4,4,4,35525,0,0,683,"",1.12,0.25,0.25,0.26,0.24,0.00,0.00,0.94,"",0,0.0,-2,-33.3,-3,-42.9,-4,-50.0,-1655,-4.5,0,0.0,0,0.0,274,67.0
"12086","1","721199","78","0","2023","2","",1,4,4,4,35525,0,0,683,"",1.12,0.25,0.25,0.26,0.24,0.00,0.00,0.94,"",0,0.0,-2,-33.3,-3,-42.9,-4,-50.0,-1655,-4.5,0,0.0,0,0.0,274,67.0
"12086","1","7212","76","0","2023","2","",1,0,0,0,0,0,0,0,"",1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,-1,-100.0,-1,-100.0,0,0.0,-1582,-100.0,0,0.0,0,0.0,-183,-100.0
"12086","1","72121","77","0","2023","2","",1,0,0,0,0,0,0,0,"",1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,-1,-100.0,-1,-100.0,0,0.0,-1582,-100.0,0,0.0,0,0.0,-183,-100.0
"12086","1","721211","78","0","2023","2","",1,0,0,0,0,0,0,0,"",1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,-1,-100.0,-1,-100.0,0,0.0,-1582,-100.0,0,0.0,0,0.0,-183,-100.0
"12086","1","722","75","0","2023","2","",3,7,8,9,65393,0,0,629,"",1.56,0.27,0.31,0.35,0.32,0.00,0.00,1.03,"",0,0.0,-1,-12.5,2,33.3,3,50.0,25000,61.9,0,0.0,0,0.0,163,35.0
"12086","1","7224","76","0","2023","2","",1,2,1,2,23820,0,0,1099,"",19.30,12.39,5.66,12.68,13.60,0.00,0.00,1.35,"",0,0.0,0,0.0,0,0.0,1,100.0,7505,46.0,0,0.0,0,0.0,158,16.8
"12086","1","72241","77","0","2023","2","",1,2,1,2,23820,0,0,1099,"",19.30,12.39,5.66,12.68,13.60,0.00,0.00,1.35,"",0,0.0,0,0.0,0,0.0,1,100.0,7505,46.0,0,0.0,0,0.0,158,16.8
"12086","1","722410","78","0","2023","2","",1,2,1,2,23820,0,0,1099,"",19.30,12.39,5.66,12.68,13.60,0.00,0.00,1.35,"",0,0.0,0,0.0,0,0.0,1,100.0,7505,46.0,0,0.0,0,0.0,158,16.8
"12086","1","7225","76","0","2023","2","",2,5,7,7,41573,0,0,505,"",1.12,0.23,0.31,0.32,0.25,0.00,0.00,0.87,"",0,0.0,-1,-16.7,2,40.0,2,40.0,17495,72.7,0,0.0,0,0.0,158,45.5
"12086","1","72251","77","0","2023","2","",2,5,7,7,41573,0,0,505,"",1.12,0.23,0.31,0.32,0.25,0.00,0.00,0.87,"",0,0.0,-1,-16.7,2,40.0,2,40.0,17495,72.7,0,0.0,0,0.0,158,45.5
"12086","1","722511","78","0","2023","2","",1,5,6,6,41203,0,0,559,"",0.87,0.32,0.37,0.38,0.34,0.00,0.00,0.95,"",0,0.0,0,0.0,2,50.0,2,50.0,18231,79.4,0,0.0,0,0.0,151,37.0
"12086","1","722515","78","0","2023","2","",1,0,1,1,370,0,0,43,"",2.35,0.00,0.60,0.63,0.03,0.00,0.00,0.07,"",0,0.0,-1,-100.0,0,0.0,0,0.0,-736,-66.5,0,0.0,0,0.0,-42,-49.4
"12086","1","81","74","0","2023","2","",1,2,2,2,9435,0,0,363,"",0.58,0.05,0.05,0.05,0.02,0.00,0.00,0.31,"",0,0.0,0,0.0,0,0.0,0,0.0,4857,106.1,0,0.0,0,0.0,187,106.2
"12086","1","812","75","0","2023","2","",1,2,2,2,9435,0,0,363,"",1.16,0.16,0.16,0.16,0.05,0.00,0.00,0.30,"",0,0.0,0,0.0,0,0.0,0,0.0,4857,106.1,0,0.0,0,0.0,187,106.2
"12086","1","8121","76","0","2023","2","",1,2,2,2,9435,0,0,363,"",32.17,13.77,13.83,14.09,6.77,0.00,0.00,0.49,"",0,0.0,0,0.0,0,0.0,0,0.0,4857,106.1,0,0.0,0,0.0,187,106.2
"12086","1","81211","77","0","2023","2","",1,2,2,2,9435,0,0,363,"",32.17,13.77,13.83,14.09,6.77,0.00,0.00,0.49,"",0,0.0,0,0.0,0,0.0,0,0.0,4857,106.1,0,0.0,0,0.0,187,106.2
"12086","1","812111","78","0","2023","2","",1,2,2,2,9435,0,0,363,"",48.25,61.95,82.96,63.42,42.70,0.00,0.00,0.63,"",0,0.0,0,0.0,0,0.0,0,0.0,4857,106.1,0,0.0,0,0.0,187,106.2
"12086","1","92","74","0","2023","2","",67,11442,11515,11465,342623954,0,0,2297,"",0.26,0.88,0.89,0.89,0.95,0.00,0.00,1.07,"",-7,-9.5,-77,-0.7,15,0.1,-4,0.0,13324698,4.0,0,0.0,0,0.0,94,4.3
"12086","1","921","75","0","2023","2","",7,378,387,373,10807106,0,0,2192,"",0.40,0.31,0.31,0.30,0.34,0.00,0.00,1.10,"",0,0.0,-6,-1.6,-2,-0.5,-10,-2.6,57236,0.5,0,0.0,0,0.0,46,2.1
"12086","1","9211","76","0","2023","2","",7,378,387,373,10807106,0,0,2192,"",0.40,0.31,0.31,0.30,0.34,0.00,0.00,1.10,"",0,0.0,-6,-1.6,-2,-0.5,-10,-2.6,57236,0.5,0,0.0,0,0.0,46,2.1
"12086","1","92113","77","0","2023","2","",3,277,286,275,8583466,0,0,2364,"",0.50,0.35,0.35,0.35,0.41,0.00,0.00,1.16,"",0,0.0,-21,-7.0,-10,-3.4,-17,-5.8,-45886,-0.5,0,0.0,0,0.0,116,5.2
"12086","1","921130","78","0","2023","2","",3,277,286,275,8583466,0,0,2364,"",0.50,0.35,0.35,0.35,0.41,0.00,0.00,1.16,"",0,0.0,-21,-7.0,-10,-3.4,-17,-5.8,-45886,-0.5,0,0.0,0,0.0,116,5.2
"12086","1","92119","77","0","2023","2","",4,101,101,98,2223640,0,0,1710,"",0.35,0.37,0.36,0.36,0.30,0.00,0.00,0.83,"",0,0.0,15,17.4,8,8.6,7,7.7,103122,4.9,0,0.0,0,0.0,-102,-5.6
"12086","1","921190","78","0","2023","2","",4,101,101,98,2223640,0,0,1710,"",0.35,0.37,0.36,0.36,0.30,0.00,0.00,0.83,"",0,0.0,15,17.4,8,8.6,7,7.7,103122,4.9,0,0.0,0,0.0,-102,-5.6
"12086","1","922","75","0","2023","2","",12,4476,4534,4478,149146188,0,0,2552,"",0.33,2.09,2.12,2.15,2.13,0.00,0.00,1.00,"",1,9.1,-43,-1.0,27,0.6,-17,-0.4,9460082,6.8,0,0.0,0,0.0,168,7.0
"12086","1","9221","76","0","2023","2","",12,4476,4534,4478,149146188,0,0,2552,"",0.33,2.09,2.12,2.15,2.13,0.00,0.00,1.00,"",1,9.1,-43,-1.0,27,0.6,-17,-0.4,9460082,6.8,0,0.0,0,0.0,168,7.0
"12086","1","92211","77","0","2023","2","",1,480,480,481,11492582,0,0,1840,"",0.14,1.80,1.81,1.83,1.69,0.00,0.00,0.93,"",0,0.0,-7,-1.4,-1,-0.2,-2,-0.4,-1436734,-11.1,0,0.0,0,0.0,-216,-10.5
"12086","1","922110","78","0","2023","2","",1,480,480,481,11492582,0,0,1840,"",0.14,1.80,1.81,1.83,1.69,0.00,0.00,0.93,"",0,0.0,-7,-1.4,-1,-0.2,-2,-0.4,-1436734,-11.1,0,0.0,0,0.0,-216,-10.5
"12086","1","92212","77","0","2023","2","",8,3124,3167,3113,110144462,0,0,2703,"",0.45,2.68,2.71,2.77,2.69,0.00,0.00,0.99,"",1,14.3,-28,-0.9,17,0.5,-21,-0.7,9249490,9.2,0,0.0,0,0.0,235,9.5
"12086","1","922120","78","0","2023","2","",8,3124,3167,3113,110144462,0,0,2703,"",0.45,2.68,2.71,2.77,2.69,0.00,0.00,0.99,"",1,14.3,-28,-0.9,17,0.5,-21,-0.7,9249490,9.2,0,0.0,0,0.0,235,9.5
"12086","1","92213","77","0","2023","2","",1,345,351,346,12549956,0,0,2779,"",0.27,1.91,1.93,1.96,1.81,0.00,0.00,0.94,"",0,0.0,-21,-5.7,-8,-2.2,-11,-3.1,505395,4.2,0,0.0,0,0.0,210,8.2
"12086","1","922130","78","0","2023","2","",1,345,351,346,12549956,0,0,2779,"",0.27,1.91,1.93,1.96,1.81,0.00,0.00,0.94,"",0,0.0,-21,-5.7,-8,-2.2,-11,-3.1,505395,4.2,0,0.0,0,0.0,210,8.2
"12086","1","92214","77","0","2023","2","",1,469,481,480,13174616,0,0,2126,"",0.74,1.74,1.78,1.84,1.81,0.00,0.00,1.02,"",0,0.0,2,0.4,11,2.3,6,1.3,691280,5.5,0,0.0,0,0.0,84,4.1
"12086","1","922140","78","0","2023","2","",1,469,481,480,13174616,0,0,2126,"",0.74,1.74,1.78,1.84,1.81,0.00,0.00,1.02,"",0,0.0,2,0.4,11,2.3,6,1.3,691280,5.5,0,0.0,0,0.0,84,4.1
"12086","1","92219","77","0","2023","2","",1,58,55,58,1784572,0,0,2408,"",0.17,0.23,0.22,0.24,0.22,0.00,0.00,0.98,"",0,0.0,11,23.4,8,17.0,11,23.4,450651,33.8,0,0.0,0,0.0,225,10.3
